raceId,constructorId,team_points,team_wins,team_standing_position
300,6,16,0,4
576,6,3,0,4
871,6,199,3,4
1111,6,201,0,4
471,6,16,1,4
1055,6,60,0,4
1056,6,78,0,4
1101,6,62,0,4
660,6,4,0,5
280,6,9,0,5
712,6,6,0,5
282,6,10,0,5
615,6,12,0,5
668,6,3,0,5
670,6,7,0,5
408,6,10,0,5
497,6,34,2,5
513,6,3,0,5
721,6,7,0,5
283,6,14,0,5
495,6,30,2,5
77,6,31,0,5
414,6,16,0,5
494,6,28,2,5
720,6,3,0,5
1032,6,19,0,5
614,6,12,0,5
680,6,4,0,5
665,6,7,0,5
723,6,13,0,5
1037,6,61,0,5
409,6,10,0,5
618,6,12,0,5
496,6,34,2,5
617,6,12,0,5
650,6,16,0,5
410,6,13,0,5
735,6,18,0,5
902,6,33,0,5
671,6,10,0,5
284,6,14,0,5
493,6,28,2,5
75,6,18,0,5
412,6,13,0,5
659,6,4,0,5
722,6,7,0,5
689,6,20,0,5
662,6,4,0,5
613,6,12,0,5
411,6,13,0,5
663,6,5,0,5
664,6,5,0,5
76,6,21,0,5
78,6,45,0,5
661,6,4,0,5
1036,6,61,0,5
1033,6,27,0,5
413,6,13,0,5
651,6,25,1,5
616,6,12,0,5
285,6,20,0,5
279,6,9,0,5
415,6,26,0,5
527,6,0,0,5
1046,6,131,0,6
1043,6,103,0,6
709,6,0,0,6
18,6,1,0,6
281,6,9,0,6
619,6,12,0,6
1045,6,131,0,6
1047,6,131,0,6
1044,6,130,0,6
737,6,18,0,6
406,6,3,0,6
669,6,3,0,6
1038,6,61,0,6
73,6,10,0,6
273,6,1,0,6
656,6,0,0,6
1039,6,66,0,6
734,6,15,0,6
666,6,7,0,6
1041,6,80,0,6
1040,6,74,0,6
1042,6,93,0,6
407,6,3,0,6
736,6,18,0,6
278,6,6,0,7
498,6,0,0,7
646,6,3,0,7
644,6,0,0,7
647,6,7,0,7
657,6,0,0,7
5,6,6,0,7
649,6,10,0,7
648,6,7,0,7
468,6,1,0,7
487,6,5,0,7
643,6,0,0,7
658,6,0,0,8
486,6,2,0,8
645,6,0,0,8
404,6,0,0,8
274,6,1,0,8
469,6,1,0,8
275,6,1,0,8
512,6,0,0,9
276,6,1,0,9
4,6,3,0,9
277,6,2,0,9
483,6,0,0,9
1,6,0,0,9
3,6,0,0,9
505,6,5,0,10
509,6,6,0,10
511,6,8,0,10
405,6,0,0,10
436,6,0,0,10
506,6,6,0,10
508,6,6,0,10
2,6,0,0,10
503,6,5,0,10
510,6,8,0,10
502,6,3,0,10
504,6,5,0,10
507,6,6,0,10
437,6,0,0,11
321,6,0,0,11
501,6,2,0,11
467,6,0,0,11
499,6,0,0,12
484,6,0,0,13
500,6,0,0,14
485,6,0,0,14
75,7,40,0,2
2,7,16.5,0,2
73,7,25,0,2
74,7,29,0,2
1,7,11,0,2
72,7,12,0,2
3,7,18.5,0,3
76,7,43,0,3
5,7,26.5,0,3
6,7,26.5,0,3
8,7,34.5,0,3
9,7,34.5,0,3
77,7,44,0,3
4,7,26.5,0,3
7,7,32.5,0,3
81,7,54,0,4
37,7,3,0,4
80,7,53,0,4
38,7,5,0,4
28,7,35,0,4
10,7,38.5,0,4
84,7,71,0,4
87,7,81,0,4
30,7,41,0,4
89,7,88,0,4
78,7,47,0,4
29,7,41,0,4
26,7,25,0,4
88,7,82,0,4
86,7,80,0,4
85,7,78,0,4
27,7,25,0,4
31,7,41,0,4
82,7,57,0,4
83,7,68,0,4
65,7,26,0,5
24,7,17,0,5
11,7,38.5,0,5
35,7,56,0,5
63,7,21,0,5
64,7,23,0,5
39,7,5,0,5
17,7,59.5,0,5
44,7,9,0,5
13,7,38.5,0,5
20,7,8,0,5
79,7,47,0,5
14,7,46.5,0,5
34,7,52,0,5
42,7,9,0,5
15,7,54.5,0,5
25,7,23,0,5
21,7,9,0,5
66,7,28,0,5
41,7,6,0,5
12,7,38.5,0,5
16,7,54.5,0,5
40,7,5,0,5
32,7,46,0,5
33,7,50,0,5
36,7,1,0,5
43,7,9,0,5
51,7,12,0,6
52,7,13,0,6
46,7,12,0,6
50,7,12,0,6
45,7,9,0,6
67,7,30,0,6
62,7,16,0,6
49,7,12,0,6
55,7,7,0,6
68,7,30,0,6
22,7,9,0,6
124,7,1,0,6
119,7,14,0,6
70,7,35,0,6
23,7,9,0,6
61,7,11,0,6
47,7,12,0,6
19,7,5,0,6
71,7,0,0,6
48,7,12,0,6
69,7,35,0,6
96,7,4,0,7
58,7,7,0,7
91,7,0,0,7
57,7,7,0,7
100,7,8,0,7
95,7,4,0,7
98,7,8,0,7
60,7,8,0,7
56,7,7,0,7
54,7,1,0,7
59,7,8,0,7
99,7,8,0,7
121,7,14,0,7
101,7,8,0,7
102,7,8,0,7
120,7,14,0,7
94,7,0,0,8
107,7,9,0,8
125,7,1,0,8
122,7,14,0,8
111,7,0,0,8
106,7,9,0,8
112,7,3,0,8
104,7,9,0,8
103,7,9,0,8
105,7,9,0,8
123,7,16,0,8
126,7,2,0,8
90,7,0,0,8
127,7,2,0,8
128,7,2,0,8
92,7,0,0,8
97,7,4,0,8
93,7,0,0,8
132,7,2,0,9
129,7,2,0,9
116,7,4,0,9
53,7,0,0,9
113,7,3,0,9
117,7,5,0,9
114,7,3,0,9
109,7,0,0,9
131,7,2,0,9
130,7,2,0,9
118,7,7,0,9
110,7,0,0,9
115,7,4,0,9
135,7,2,0,10
138,7,2,0,10
133,7,2,0,10
139,7,2,0,10
136,7,2,0,10
137,7,2,0,10
134,7,2,0,10
140,7,2,0,10
45,8,4,0,7
40,8,1,0,7
43,8,4,0,7
48,8,4,0,7
41,8,4,0,7
49,8,4,0,7
46,8,4,0,7
50,8,4,0,7
44,8,4,0,7
42,8,4,0,7
47,8,4,0,7
36,8,0,0,7
39,8,1,0,7
38,8,0,0,8
37,8,0,0,8
52,8,4,0,9
51,8,4,0,9
32,8,0,0,11
24,8,0,0,11
25,8,0,0,11
26,8,0,0,11
58,8,0,0,11
55,8,0,0,11
60,8,0,0,11
65,8,0,0,11
27,8,0,0,11
56,8,0,0,11
23,8,0,0,11
35,8,0,0,11
22,8,0,0,11
21,8,0,0,11
57,8,0,0,11
68,8,0,0,11
28,8,0,0,11
54,8,0,0,11
34,8,0,0,11
20,8,0,0,11
63,8,0,0,11
64,8,0,0,11
29,8,0,0,11
53,8,0,0,11
30,8,0,0,11
59,8,0,0,11
69,8,0,0,11
33,8,0,0,11
61,8,0,0,11
31,8,0,0,11
66,8,0,0,11
19,8,0,0,11
62,8,0,0,11
67,8,0,0,11
70,8,0,0,11
1112,9,583,14,1
1116,9,706,17,1
885,9,164,2,1
1060,9,286,6,1
895,9,445,9,1
1106,9,321,8,1
870,9,246,3,1
351,9,383,6,1
1084,9,359,7,1
1095,9,719,16,1
848,9,295,6,1
851,9,383,6,1
864,9,109,1,1
1059,9,215,4,1
1098,9,43,1,1
1130,9,330,7,1
850,9,355,6,1
877,9,422,7,1
893,9,377,7,1
1061,9,289,6,1
1087,9,475,10,1
1108,9,411,10,1
350,9,350,6,1
873,9,297,4,1
1099,9,87,2,1
1080,9,235,5,1
1132,9,373,7,1
882,9,78,1,1
854,9,491,9,1
1079,9,195,4,1
1091,9,576,13,1
1102,9,224,5,1
352,9,426,7,1
892,9,352,6,1
897,9,513,11,1
866,9,164,2,1
865,9,146,2,1
1111,9,540,13,1
1126,9,239,4,1
899,9,596,13,1
875,9,367,6,1
1056,9,149,2,1
1134,9,408,7,1
1135,9,434,7,1
353,9,426,7,1
1131,9,355,7,1
859,9,650,12,1
884,9,131,2,1
1088,9,511,11,1
1136,9,446,7,1
878,9,440,7,1
886,9,201,3,1
1083,9,328,7,1
872,9,272,3,1
1124,9,141,3,1
842,9,72,2,1
890,9,277,4,1
1118,9,782,19,1
1127,9,268,5,1
841,9,35,1,1
858,9,607,11,1
1058,9,252,5,1
1089,9,545,12,1
1133,9,389,7,1
898,9,553,12,1
883,9,109,2,1
1101,9,180,4,1
342,9,156,3,1
852,9,426,7,1
881,9,66,1,1
879,9,460,7,1
1110,9,503,12,1
1115,9,657,16,1
1125,9,195,4,1
853,9,451,8,1
1119,9,822,20,1
1123,9,97,2,1
1129,9,301,6,1
868,9,216,3,1
1081,9,279,6,1
1057,9,174,3,1
1114,9,623,15,1
849,9,328,6,1
855,9,518,9,1
857,9,595,11,1
871,9,272,3,1
1104,9,249,6,1
349,9,330,6,1
869,9,230,3,1
874,9,324,5,1
876,9,407,7,1
887,9,219,3,1
1117,9,731,18,1
843,9,105,2,1
856,9,558,10,1
894,9,402,8,1
1107,9,377,9,1
1128,9,276,5,1
1109,9,452,11,1
1113,9,597,14,1
888,9,250,4,1
891,9,312,5,1
1105,9,287,7,1
845,9,185,4,1
1082,9,304,7,1
1093,9,656,15,1
846,9,222,5,1
1122,9,87,2,1
863,9,101,1,1
354,9,469,8,1
844,9,148,3,1
1085,9,396,8,1
1092,9,619,14,1
1094,9,696,16,1
1121,9,44,1,1
1100,9,123,3,1
1120,9,860,21,1
355,9,498,9,1
896,9,470,10,1
1086,9,431,9,1
348,9,312,6,1
847,9,255,5,1
867,9,176,2,1
1096,9,759,17,1
3,9,19.5,1,2
914,9,332,3,2
959,9,256,1,2
347,9,272,5,2
860,9,30,0,2
1043,9,226,1,2
1055,9,112,1,2
915,9,342,3,2
1069,9,437.5,9,2
861,9,42,0,2
1038,9,158,1,2
1042,9,226,1,2
1067,9,397.5,8,2
1073,9,585.5,11,2
913,9,305,3,2
1047,9,319,2,2
10,9,98.5,3,2
1046,9,282,1,2
1066,9,364.5,8,2
1137,9,456,7,2
12,9,104.5,3,2
903,9,57,0,2
343,9,171,3,2
908,9,168,1,2
907,9,143,1,2
909,9,188,1,2
1063,9,303.5,7,2
960,9,274,1,2
1041,9,211,1,2
1077,9,113,2,2
1138,9,475,7,2
911,9,254,3,2
965,9,400,2,2
13,9,105.5,3,2
910,9,219,2,2
1045,9,274,1,2
1062,9,291,6,2
1054,9,83,1,2
1071,9,510.5,10,2
345,9,218,4,2
966,9,427,2,2
1036,9,135,1,2
1051,9,541.5,10,2
1065,9,344.5,8,2
14,9,110.5,3,2
961,9,290,1,2
8,9,74.5,2,2
344,9,193,3,2
963,9,359,2,2
1033,9,55,0,2
6,9,42.5,1,2
1034,9,78,0,2
906,9,139,1,2
964,9,385,2,2
346,9,249,5,2
905,9,99,0,2
5,9,38.5,1,2
862,9,64,0,2
968,9,468,2,2
904,9,84,0,2
1039,9,173,1,2
1064,9,332.5,8,2
11,9,98.5,3,2
1035,9,113,1,2
1044,9,240,1,2
962,9,316,1,2
16,9,135.5,5,2
1037,9,158,1,2
1070,9,477.5,10,2
912,9,272,3,2
1072,9,559.5,10,2
1078,9,151,3,2
9,9,92.5,3,2
918,9,405,3,2
1052,9,28,0,2
917,9,373,3,2
1053,9,53,1,2
17,9,153.5,6,2
916,9,363,3,2
1040,9,192,1,2
15,9,120.5,4,2
967,9,446,2,2
4,9,27.5,1,2
7,9,56.5,1,2
1139,9,504,7,2
880,9,23,0,3
993,9,80,1,3
1006,9,337,3,3
1014,9,87,0,3
1019,9,191,1,3
1022,9,254,2,3
988,9,368,3,3
992,9,55,1,3
1008,9,392,4,3
1012,9,52,0,3
1018,9,169,1,3
1020,9,217,2,3
1027,9,341,2,3
970,9,37,0,3
339,9,61,1,3
1023,9,266,2,3
1142,9,555,8,3
1003,9,274,3,3
977,9,152,1,3
951,9,57,0,3
1013,9,64,0,3
957,9,198,1,3
1016,9,124,0,3
969,9,10,0,3
950,9,57,0,3
982,9,230,1,3
1004,9,292,3,3
1002,9,248,3,3
1030,9,417,3,3
1032,9,27,0,3
1076,9,55,1,3
1141,9,544,8,3
989,9,20,0,3
949,9,30,0,3
955,9,140,1,3
981,9,212,1,3
971,9,47,0,3
952,9,94,1,3
978,9,174,1,3
341,9,113,2,3
973,9,72,0,3
1010,9,15,0,3
1024,9,289,2,3
1075,9,37,1,3
340,9,73,1,3
991,9,55,1,3
999,9,211,3,3
1015,9,110,0,3
1017,9,137,0,3
1025,9,311,2,3
953,9,112,1,3
972,9,57,0,3
954,9,130,1,3
1007,9,362,4,3
1009,9,419,4,3
979,9,184,1,3
1140,9,512,7,3
974,9,97,0,3
986,9,340,3,3
995,9,134,2,3
1028,9,366,2,3
985,9,315,2,3
1029,9,391,3,3
1143,9,581,9,3
984,9,303,2,3
997,9,189,3,3
1005,9,319,3,3
71,9,7,0,3
956,9,168,1,3
1011,9,31,0,3
1026,9,323,2,3
975,9,112,0,3
980,9,199,1,3
998,9,199,3,3
976,9,137,1,3
1021,9,244,2,3
958,9,223,1,3
983,9,270,2,3
1000,9,223,3,3
1001,9,238,3,3
996,9,164,2,3
72,9,11,0,3
987,9,358,3,3
994,9,107,2,3
1144,9,589,9,3
940,9,139,0,4
948,9,12,0,4
929,9,23,0,4
934,9,63,0,4
337,9,16,0,4
902,9,35,0,4
941,9,149,0,4
942,9,150,0,4
945,9,187,0,4
24,9,21,0,4
930,9,30,0,4
25,9,24,0,4
932,9,54,0,4
933,9,55,0,4
943,9,172,0,4
938,9,113,0,4
936,9,96,0,4
931,9,52,0,4
939,9,139,0,4
990,9,20,0,4
937,9,108,0,4
944,9,178,0,4
49,9,18,0,5
338,9,18,0,5
73,9,12,0,5
22,9,10,0,5
27,9,24,0,5
52,9,24,0,5
926,9,8,0,5
47,9,16,0,5
45,9,16,0,5
51,9,24,0,5
26,9,24,0,5
48,9,16,0,5
50,9,23,0,5
23,9,15,0,5
928,9,13,0,5
46,9,16,0,5
82,9,24,0,6
84,9,27,0,6
83,9,24,0,6
28,9,24,0,6
40,9,4,0,6
43,9,6,0,6
44,9,6,0,6
927,9,11,0,6
85,9,27,0,6
76,9,14,0,6
37,9,0,0,6
39,9,4,0,6
38,9,0,0,6
21,9,8,0,6
29,9,24,0,6
53,9,1,0,6
30,9,25,0,6
80,9,22,0,6
77,9,19,0,6
81,9,22,0,6
41,9,4,0,6
75,9,14,0,6
42,9,6,0,6
901,9,15,0,6
78,9,22,0,6
74,9,13,0,6
79,9,22,0,6
32,9,28,0,7
89,9,34,0,7
64,9,12,0,7
88,9,30,0,7
70,9,16,0,7
65,9,16,0,7
68,9,16,0,7
86,9,27,0,7
87,9,27,0,7
69,9,16,0,7
2,9,1.5,0,7
31,9,26,0,7
67,9,16,0,7
62,9,11,0,7
33,9,29,0,7
34,9,29,0,7
63,9,11,0,7
19,9,2,0,7
35,9,29,0,7
20,9,4,0,7
66,9,16,0,7
60,9,8,0,8
57,9,2,0,8
58,9,2,0,8
55,9,2,0,8
56,9,2,0,8
36,9,0,0,8
59,9,8,0,8
61,9,9,0,8
54,9,1,0,8
1,9,0,0,8
1031,9,0,0,9
1074,9,0,0,10
900,9,0,0,11
902,10,44,0,2
903,10,54,0,3
971,10,17,0,4
972,10,31,0,4
963,10,124,0,4
987,10,177,0,4
981,10,113,0,4
962,10,112,0,4
982,10,124,0,4
983,10,133,0,4
967,10,163,0,4
985,10,159,0,4
905,10,67,0,4
907,10,87,0,4
979,10,101,0,4
984,10,147,0,4
960,10,103,0,4
968,10,173,0,4
978,10,95,0,4
976,10,79,0,4
964,10,134,0,4
974,10,53,0,4
986,10,175,0,4
965,10,138,0,4
980,10,103,0,4
977,10,89,0,4
906,10,77,0,4
904,10,57,0,4
966,10,145,0,4
973,10,53,0,4
988,10,187,0,4
975,10,71,0,4
908,10,91,0,5
945,10,136,0,5
886,10,51,0,5
887,10,59,0,5
936,10,39,0,5
944,10,120,0,5
954,10,42,0,5
890,10,59,0,5
900,10,9,0,5
880,10,10,0,5
881,10,10,0,5
885,10,44,0,5
953,10,37,0,5
941,10,92,0,5
957,10,73,0,5
888,10,59,0,5
940,10,77,0,5
337,10,2,0,5
913,10,117,0,5
914,10,122,0,5
909,10,98,0,5
884,10,32,0,5
999,10,59,0,5
883,10,26,0,5
958,10,74,0,5
934,10,39,0,5
943,10,112,0,5
956,10,59,0,5
959,10,81,0,5
961,10,108,0,5
970,10,10,0,5
933,10,31,0,5
969,10,7,0,5
910,10,98,0,5
938,10,63,0,5
939,10,69,0,5
942,10,102,0,5
901,10,19,0,5
955,10,59,0,5
857,10,51,0,6
896,10,68,0,6
348,10,47,0,6
931,10,17,0,6
912,10,109,0,6
894,10,62,0,6
917,10,127,0,6
989,10,0,0,6
347,10,47,0,6
859,10,69,0,6
339,10,18,0,6
858,10,57,0,6
899,10,77,0,6
992,10,16,0,6
937,10,49,0,6
345,10,43,0,6
882,10,14,0,6
349,10,58,0,6
856,10,49,0,6
338,10,8,0,6
918,10,155,0,6
897,10,77,0,6
915,10,123,0,6
998,10,49,0,6
343,10,32,0,6
911,10,103,0,6
916,10,123,0,6
341,10,24,0,6
995,10,28,0,6
342,10,30,0,6
994,10,26,0,6
853,10,36,0,6
1,10,0,0,6
353,10,68,0,6
854,10,48,0,6
352,10,60,0,6
895,10,62,0,6
948,10,6,0,6
891,10,61,0,6
1000,10,59,0,6
344,10,35,0,6
351,10,60,0,6
841,10,3,0,6
926,10,7,0,6
346,10,47,0,6
892,10,61,0,6
996,10,28,0,6
340,10,18,0,6
855,10,48,0,6
350,10,58,0,6
861,10,9,0,6
898,10,77,0,6
893,10,62,0,6
932,10,21,0,7
842,10,4,0,7
1007,10,47,0,7
997,10,42,0,7
1008,10,48,0,7
850,10,20,0,7
1005,10,43,0,7
993,10,18,0,7
875,10,89,0,7
949,10,6,0,7
872,10,63,0,7
873,10,75,0,7
928,10,7,0,7
871,10,59,0,7
927,10,7,0,7
1004,10,35,0,7
878,10,99,0,7
846,10,10,0,7
1002,10,32,0,7
874,10,81,0,7
876,10,93,0,7
1003,10,32,0,7
950,10,6,0,7
952,10,14,0,7
879,10,109,0,7
1009,10,52,0,7
860,10,1,0,7
877,10,95,0,7
852,10,32,0,7
355,10,68,0,7
354,10,68,0,7
851,10,26,0,7
1006,10,47,0,7
843,10,4,0,8
848,10,12,0,8
862,10,9,0,8
868,10,44,0,8
863,10,17,0,8
929,10,11,0,8
951,10,8,0,8
844,10,4,0,8
847,10,10,0,8
869,10,46,0,8
930,10,11,0,8
864,10,18,0,8
865,10,28,0,8
866,10,28,0,8
867,10,44,0,8
849,10,12,0,8
870,10,46,0,8
845,10,4,0,8
15,10,13,0,9
990,10,1,0,9
14,10,13,0,9
2,10,0,0,9
12,10,8,0,9
16,10,13,0,9
17,10,13,0,9
1001,10,18,0,9
13,10,13,0,9
991,10,1,0,9
30,10,0,0,10
19,10,0,0,10
9,10,0,0,10
31,10,0,0,10
29,10,0,0,10
6,10,0,0,10
34,10,0,0,10
28,10,0,0,10
21,10,0,0,10
26,10,0,0,10
8,10,0,0,10
22,10,0,0,10
25,10,0,0,10
32,10,0,0,10
5,10,0,0,10
35,10,0,0,10
24,10,0,0,10
10,10,0,0,10
33,10,0,0,10
11,10,0,0,10
23,10,0,0,10
4,10,0,0,10
27,10,0,0,10
3,10,0,0,10
20,10,0,0,10
7,10,0,0,10
679,11,4,0,3
54,11,11,0,4
62,11,32,0,4
61,11,29,0,4
66,11,58,1,4
67,11,65,1,4
57,11,19,0,4
70,11,86,1,4
58,11,24,0,4
59,11,29,0,4
64,11,37,0,4
68,11,73,1,4
56,11,15,0,4
60,11,29,0,4
65,11,52,1,4
55,11,13,0,4
63,11,32,0,4
53,11,5,0,4
69,11,78,1,4
689,11,20,1,4
687,11,17,1,5
688,11,17,1,5
36,11,0,0,6
678,11,14,0,6
708,11,11,1,6
680,11,4,0,6
37,11,0,0,7
701,11,1,0,7
677,11,12,0,7
38,11,0,0,7
707,11,2,0,7
681,11,4,0,7
706,11,2,0,7
685,11,8,0,7
705,11,2,0,7
673,11,8,0,7
703,11,1,0,7
702,11,1,0,7
667,11,0,0,7
686,11,8,0,7
704,11,2,0,7
46,11,1,0,8
51,11,6,0,8
43,11,1,0,8
21,11,3,0,8
50,11,2,0,8
27,11,14,0,8
674,11,8,0,8
26,11,14,0,8
29,11,14,0,8
39,11,0,0,8
45,11,1,0,8
24,11,8,0,8
28,11,14,0,8
47,11,1,0,8
672,11,6,0,8
22,11,3,0,8
698,11,3,0,8
48,11,2,0,8
52,11,6,0,8
44,11,1,0,8
49,11,2,0,8
25,11,8,0,8
30,11,14,0,9
683,11,4,0,9
23,11,6,0,9
715,11,0,0,9
676,11,8,0,9
682,11,4,0,9
716,11,0,0,9
33,11,14,0,9
41,11,0,0,9
714,11,0,0,9
40,11,0,0,9
668,11,0,0,9
19,11,0,0,9
34,11,14,0,9
675,11,8,0,9
20,11,0,0,9
42,11,0,0,9
32,11,14,0,9
31,11,14,0,9
717,11,0,0,9
684,11,5,0,9
718,11,0,0,9
35,11,14,0,9
670,11,0,0,10
669,11,0,0,10
700,11,0,0,11
671,11,0,0,11
696,11,0,0,12
697,11,0,0,13
39,12,0,0,9
50,12,1,0,9
51,12,1,0,10
40,12,0,0,10
47,12,0,0,10
38,12,0,0,10
46,12,0,0,10
52,12,1,0,10
44,12,0,0,10
43,12,0,0,10
48,12,0,0,10
36,12,0,0,10
37,12,0,0,10
41,12,0,0,10
42,12,0,0,10
45,12,0,0,10
49,12,0,0,10
59,13,0,0,10
55,13,0,0,10
62,13,0,0,10
64,13,0,0,10
53,13,0,0,10
61,13,0,0,10
54,13,0,0,10
57,13,0,0,10
60,13,0,0,10
67,13,0,0,10
68,13,0,0,10
56,13,0,0,10
69,13,0,0,10
58,13,0,0,10
65,13,0,0,10
63,13,0,0,10
66,13,0,0,10
70,13,0,0,10
69,14,0,0,12
67,14,0,0,12
70,14,0,0,12
68,14,0,0,12
860,15,12,0,3
143,15,8,0,3
926,15,14,0,3
141,15,4,0,3
154,15,20,0,4
149,15,15,0,4
152,15,19,0,4
861,15,30,0,4
157,15,21,0,4
142,15,4,0,4
151,15,19,0,4
191,15,1,0,4
153,15,20,0,4
156,15,21,0,4
862,15,31,0,4
150,15,16,0,4
927,15,14,0,4
928,15,19,0,4
148,15,15,0,4
155,15,20,0,4
95,15,7,0,5
128,15,8,0,5
140,15,11,0,5
122,15,19,0,5
97,15,15,0,5
931,15,21,0,5
251,15,17,0,5
133,15,10,0,5
131,15,8,0,5
273,15,2,0,5
130,15,8,0,5
242,15,3,0,5
137,15,11,0,5
207,15,1,0,5
135,15,11,0,5
192,15,1,0,5
241,15,2,0,5
259,15,6,0,5
252,15,18,0,5
930,15,19,0,5
194,15,4,0,5
145,15,9,0,5
136,15,11,0,5
842,15,6,0,5
138,15,11,0,5
96,15,10,0,5
243,15,3,0,5
139,15,11,0,5
109,15,4,0,5
146,15,12,0,5
929,15,19,0,5
132,15,9,0,5
134,15,10,0,5
144,15,8,0,5
108,15,3,0,5
129,15,8,0,5
195,15,4,0,5
193,15,3,0,5
244,15,4,0,5
863,15,31,0,6
147,15,12,0,6
208,15,1,0,6
843,15,7,0,6
105,15,32,0,6
869,15,80,0,6
260,15,6,0,6
123,15,19,0,6
873,15,101,0,6
1121,15,0,0,6
110,15,8,0,6
127,15,3,0,6
848,15,27,0,6
871,15,80,0,6
264,15,10,0,6
276,15,5,0,6
852,15,35,0,6
870,15,80,0,6
875,15,116,0,6
94,15,3,0,6
844,15,8,0,6
112,15,8,0,6
92,15,1,0,6
879,15,126,0,6
849,15,33,0,6
231,15,10,0,6
254,15,18,0,6
103,15,28,0,6
98,15,15,0,6
101,15,18,0,6
196,15,4,0,6
203,15,8,0,6
204,15,10,0,6
257,15,1,0,6
277,15,5,0,6
845,15,11,0,6
106,15,33,0,6
93,15,1,0,6
232,15,10,0,6
851,15,35,0,6
90,15,0,0,6
100,15,18,0,6
846,15,21,0,6
125,15,3,0,6
866,15,58,0,6
867,15,60,0,6
91,15,1,0,6
104,15,29,0,6
872,15,100,0,6
881,15,4,0,6
258,15,3,0,6
850,15,35,0,6
874,15,116,0,6
111,15,8,0,6
263,15,10,0,6
205,15,10,0,6
878,15,124,0,6
230,15,10,0,6
876,15,116,0,6
126,15,3,0,6
107,15,34,0,6
206,15,10,0,6
868,15,60,0,6
99,15,15,0,6
932,15,21,0,6
847,15,27,0,6
102,15,19,0,6
253,15,18,0,6
877,15,124,0,6
160,15,1,0,7
162,15,1,0,7
79,15,12,0,7
219,15,15,0,7
75,15,7,0,7
222,15,16,0,7
864,15,41,0,7
275,15,2,0,7
287,15,12,0,7
213,15,8,0,7
197,15,4,0,7
225,15,0,0,7
896,15,45,0,7
167,15,4,0,7
245,15,4,0,7
161,15,1,0,7
209,15,4,0,7
78,15,12,0,7
184,15,4,0,7
214,15,8,0,7
77,15,7,0,7
187,15,4,0,7
217,15,12,0,7
271,15,12,0,7
246,15,4,0,7
286,15,12,0,7
163,15,1,0,7
198,15,4,0,7
248,15,7,0,7
261,15,6,0,7
858,15,42,0,7
899,15,57,0,7
113,15,8,0,7
854,15,36,0,7
897,15,45,0,7
233,15,10,0,7
199,15,4,0,7
223,15,16,0,7
249,15,9,0,7
853,15,35,0,7
235,15,10,0,7
237,15,10,0,7
256,15,18,0,7
856,15,40,0,7
72,15,0,0,7
185,15,4,0,7
895,15,45,0,7
71,15,0,0,7
255,15,18,0,7
224,15,0,0,7
934,15,21,0,7
220,15,15,0,7
74,15,7,0,7
76,15,7,0,7
114,15,8,0,7
186,15,4,0,7
200,15,4,0,7
210,15,4,0,7
898,15,53,0,7
229,15,7,0,7
216,15,8,0,7
236,15,10,0,7
933,15,21,0,7
265,15,10,0,7
285,15,10,0,7
855,15,40,0,7
859,15,44,0,7
80,15,13,0,7
865,15,41,0,7
115,15,8,0,7
183,15,4,0,7
900,15,0,0,7
218,15,15,0,7
288,15,12,0,7
238,15,10,0,7
170,15,6,0,7
234,15,10,0,7
81,15,13,0,7
989,15,0,0,7
116,15,9,0,7
73,15,2,0,7
182,15,3,0,7
250,15,12,0,7
262,15,6,0,7
215,15,8,0,7
247,15,5,0,7
857,15,41,0,7
894,15,31,0,7
168,15,6,0,7
169,15,6,0,7
274,15,2,0,7
221,15,15,0,7
239,15,11,0,7
188,15,4,0,8
1007,15,36,0,8
272,15,12,0,8
945,15,36,0,8
888,15,7,0,8
893,15,19,0,8
355,15,44,0,8
1008,15,42,0,8
269,15,10,0,8
89,15,20,0,8
164,15,3,0,8
180,15,2,0,8
84,15,14,0,8
212,15,6,0,8
279,15,6,0,8
936,15,22,0,8
1009,15,48,0,8
901,15,0,0,8
86,15,17,0,8
268,15,10,0,8
165,15,3,0,8
267,15,10,0,8
352,15,37,0,8
969,15,0,0,8
211,15,4,0,8
280,15,6,0,8
937,15,23,0,8
938,15,25,0,8
117,15,9,0,8
266,15,10,0,8
882,15,5,0,8
890,15,7,0,8
171,15,6,0,8
880,15,0,0,8
174,15,6,0,8
348,15,23,0,8
82,15,14,0,8
886,15,5,0,8
892,15,17,0,8
887,15,6,0,8
166,15,3,0,8
347,15,15,0,8
943,15,36,0,8
270,15,11,0,8
281,15,6,0,8
885,15,5,0,8
83,15,14,0,8
88,15,17,0,8
278,15,5,0,8
283,15,7,0,8
351,15,27,0,8
883,15,5,0,8
172,15,6,0,8
202,15,4,0,8
884,15,5,0,8
118,15,9,0,8
181,15,2,0,8
284,15,7,0,8
990,15,2,0,8
1001,15,19,0,8
87,15,17,0,8
991,15,2,0,8
190,15,5,0,8
939,15,26,0,8
282,15,6,0,8
942,15,36,0,8
201,15,4,0,8
346,15,15,0,8
350,15,27,0,8
349,15,27,0,8
1122,15,0,0,8
85,15,14,0,8
941,15,34,0,8
173,15,6,0,8
354,15,44,0,8
189,15,4,0,8
940,15,26,0,8
353,15,43,0,8
891,15,7,0,8
944,15,36,0,8
993,15,11,0,9
227,15,0,0,9
1124,15,0,0,9
975,15,4,0,9
973,15,4,0,9
997,15,16,0,9
978,15,5,0,9
970,15,0,0,9
338,15,0,0,9
903,15,0,0,9
