raceId,driverId,total_points,total_wins,standing_position
373,122,0,0,26
407,179,0,0,26
424,170,0,0,26
441,84,0,0,26
493,105,0,0,26
521,177,0,0,26
530,240,0,0,26
619,289,0,0,26
696,394,0,0,26
760,430,0,0,26
266,83,0,0,27
390,99,0,0,27
411,145,0,0,27
549,235,0,0,27
648,361,0,0,27
652,320,0,0,27
718,309,0,0,27
736,438,0,0,27
741,385,0,0,27
853,817,0,0,27
317,100,0,0,28
414,145,0,0,28
448,189,0,0,28
464,160,0,0,28
533,233,0,0,28
589,289,0,0,28
649,361,0,0,28
762,502,0,0,28
798,589,0,0,28
824,721,0,0,28
508,158,0,0,29
357,163,0,0,30
443,189,0,0,30
509,95,0,0,30
520,232,0,0,30
383,165,0,0,31
446,191,0,0,31
525,236,0,0,31
565,232,0,0,31
650,333,0,0,31
780,573,0,0,31
783,597,0,0,31
811,475,0,0,31
253,99,0,0,32
328,101,0,0,32
486,214,0,0,32
583,282,0,0,32
612,259,0,0,32
731,461,0,0,32
747,508,0,0,32
773,566,0,0,32
797,662,0,0,32
839,800,0,0,32
269,114,0,0,32
542,249,0,0,33
571,275,0,0,33
586,293,0,0,33
628,262,0,0,33
717,420,0,0,33
745,401,0,0,33
814,521,0,0,33
819,703,0,0,33
314,133,0,0,34
328,99,0,0,34
488,214,0,0,34
506,226,0,0,34
538,206,0,0,34
597,269,0,0,34
647,351,0,0,34
678,377,0,0,34
788,629,0,0,34
828,534,0,0,34
508,229,0,0,35
539,241,0,0,35
642,197,0,0,35
357,162,0,0,36
434,183,0,0,36
479,136,0,0,36
654,347,0,0,36
727,345,0,0,36
538,242,0,0,37
585,296,0,0,37
701,415,0,0,37
751,518,0,0,37
778,483,0,0,37
360,164,0,0,38
549,261,0,0,38
599,309,0,0,38
602,267,0,0,38
788,558,0,0,38
361,88,0,0,39
511,226,0,0,39
703,414,0,0,39
812,660,0,0,39
831,619,0,0,39
774,560,0,0,40
271,88,0,0,41
538,246,0,0,41
603,308,0,0,41
640,334,0,0,41
809,496,0,0,41
750,525,0,0,43
752,519,0,0,43
771,539,0,0,43
801,676,0,0,43
599,318,0,0,44
819,501,0,0,44
839,772,0,0,44
754,499,0,0,45
778,592,0,0,45
708,411,0,0,46
829,776,0,0,46
803,613,0,0,47
812,612,0,0,47
755,499,0,0,48
770,555,0,0,48
554,264,0,0,49
761,550,0,0,50
557,263,0,0,51
575,208,0,0,51
752,526,0,0,51
780,614,0,0,51
818,733,0,0,51
744,429,0,0,52
779,610,0,0,52
816,429,0,0,52
728,429,0,0,53
558,247,0,0,55
768,586,0,0,55
802,671,0,0,56
601,324,0,0,57
604,259,0,0,58
749,373,0,0,58
791,636,0,0,59
754,528,0,0,60
820,449,0,0,60
838,666,0,0,61
828,726,0,0,62
802,650,0,0,64
789,532,0,0,65
803,577,0,0,65
828,728,0,0,65
789,556,0,0,66
829,733,0,0,66
761,465,0,0,68
829,449,0,0,68
771,597,0,0,70
813,677,0,0,71
806,509,0,0,76
754,491,0,0,77
775,596,0,0,80
754,546,0,0,81
803,559,0,0,82
754,540,0,0,84
822,756,0,0,84
823,747,0,0,95
273,77,1,0,6
948,830,1,0,10
109,2,1,0,11
111,2,1,0,13
459,184,1,0,13
517,182,1,0,13
518,200,1,0,13
580,230,1,0,13
327,103,1,0,14
181,55,1,0,15
235,64,1,0,15
458,95,1,0,15
548,178,1,0,15
213,75,1,0,16
379,119,1,0,16
63,24,1,0,17
115,52,1,0,17
149,21,1,0,17
252,81,1,0,17
963,835,1,0,17
256,83,1,0,18
284,70,1,0,18
471,192,1,0,18
649,341,1,0,18
686,375,1,0,19
687,375,1,0,19
619,278,1,0,21
87,11,1,0,23
86,24,1,0,24
369,129,1,0,24
224,57,2,0,5
512,207,2,0,5
747,476,2,0,8
721,347,2,0,8
529,172,2,0,10
44,17,2,0,14
302,65,2,0,14
334,131,2,0,14
381,119,2,0,14
174,25,2,0,15
992,828,2,0,16
1101,852,2,0,16
1105,852,2,0,16
763,477,2,0,17
101,42,2,0,18
655,357,2,0,19
654,262,2,0,20
807,633,2,0,20
266,100,2,0,21
368,163,2,0,21
817,663,3,0,4
373,118,3,0,6
194,55,3,0,8
821,663,3,0,11
21,18,3,0,12
164,18,3,0,12
168,56,3,0,12
837,793,3,0,12
229,49,3,0,13
836,704,3,0,13
648,223,3,0,14
717,347,3,0,14
343,153,3,0,14
396,118,3,0,15
525,137,3,0,15
98,17,3,0,16
572,199,3,0,16
780,555,3,0,16
103,43,3,0,17
449,110,3,0,18
770,456,3,0,18
86,40,3,0,21
560,252,4,0,3
358,131,4,0,6
161,49,4,0,8
470,95,4,0,9
592,221,4,0,9
40,15,4,0,10
488,95,4,0,10
147,56,4,0,11
413,84,4,0,11
567,255,4,0,11
647,235,4,0,11
42,14,4,0,12
44,14,4,0,12
146,57,4,0,12
534,175,4,0,12
263,110,4,0,12
950,832,4,0,12
320,92,4,0,13
862,818,4,0,13
264,94,4,0,14
399,156,4,0,14
552,233,4,0,14
219,25,4,0,15
589,288,4,0,15
770,529,4,0,15
1105,855,4,0,15
1107,855,4,0,16
32,7,4,0,17
34,7,4,0,17
67,3,4,0,17
371,110,4,0,17
476,163,4,0,17
507,203,4,0,17
899,822,4,0,17
272,94,4,0,21
1144,859,4,0,21
584,207,5,0,10
400,158,5,0,11
761,512,5,0,11
535,178,5,0,12
928,828,5,0,13
931,828,5,0,15
80,18,5,0,16
481,110,5,0,18
257,71,6,0,2
36,1,6,0,3
577,223,6,0,4
578,221,6,0,6
245,22,6,0,7
750,477,6,0,7
989,807,6,0,7
788,611,6,0,8
412,77,6,0,9
798,577,6,0,10
550,250,6,0,11
689,340,6,0,11
843,30,6,0,11
754,341,6,0,12
1033,842,6,0,12
884,16,6,0,13
122,2,6,0,14
655,360,6,0,14
909,826,6,0,15
354,2,6,0,18
1120,855,6,0,18
503,119,7,0,7
705,385,7,0,7
136,21,7,0,9
327,145,7,0,9
250,87,7,0,11
475,95,7,0,11
218,71,7,0,13
350,67,7,0,16
732,408,8,0,6
837,647,8,0,6
138,56,8,0,8
662,361,8,0,8
401,105,8,0,9
45,17,8,0,10
61,23,8,0,10
114,18,8,0,10
844,155,8,0,10
1116,852,8,0,16
871,818,8,0,17
356,95,9,1,1
838,593,9,1,5
311,131,9,0,7
628,306,9,1,8
232,56,9,0,9
773,554,9,0,11
465,110,9,0,12
945,828,9,0,18
209,14,10,1,2
260,77,10,0,2
785,554,10,0,2
769,501,10,0,4
761,347,10,1,4
805,648,10,0,5
713,364,10,1,6
783,418,10,0,6
683,328,10,0,6
75,31,10,0,8
429,172,10,0,9
430,172,10,0,10
655,243,10,0,11
52,17,10,0,12
479,158,10,0,12
12,2,10,0,13
152,35,11,0,7
285,65,11,0,7
676,306,11,0,7
303,57,11,0,8
429,175,11,0,8
910,818,11,0,13
580,199,12,0,4
741,386,12,0,4
989,817,12,0,4
1121,844,12,0,4
638,223,12,0,6
677,341,12,0,7
601,235,12,0,8
775,577,12,0,8
157,15,12,0,9
929,154,12,0,9
604,305,12,0,11
1140,817,12,0,15
796,475,13,0,2
761,403,13,0,3
782,578,13,0,4
213,49,13,1,5
331,55,13,0,8
30,20,13,0,12
1002,844,13,0,15
1093,840,13,0,15
649,278,14,0,5
524,197,14,0,8
219,57,14,0,10
67,37,14,0,11
2,18,15,2,1
565,223,15,1,2
56,31,15,0,5
830,633,15,0,5
381,137,15,0,6
676,345,15,0,6
77,22,15,0,10
1052,822,16,0,3
504,199,16,1,5
538,187,16,0,6
63,18,16,0,7
1083,825,16,0,12
810,647,17,2,1
673,328,17,1,3
283,119,17,0,5
459,163,17,1,5
46,21,17,0,7
237,77,17,0,7
123,17,17,0,10
1084,817,17,0,12
33,3,17,0,13
962,18,17,0,15
168,21,18,0,5
685,373,19,2,3
611,304,19,1,4
664,306,19,0,5
272,22,19,0,6
143,14,20,1,2
112,22,20,0,4
521,199,20,0,6
38,8,22,1,2
443,173,22,0,3
990,822,22,0,3
330,137,22,0,5
479,173,22,1,6
16,5,22,0,12
918,818,22,0,13
522,223,24,1,5
589,250,24,1,6
1139,840,24,0,11
937,807,24,0,12
998,815,24,0,12
21,8,29,2,1
56,4,36,2,1
88,4,123,6,1
95,30,50,5,1
120,30,72,4,1
140,30,144,11,1
302,95,108,9,1
50,1,107,4,1
387,102,90,8,1
424,105,27,1,1
448,182,54,4,1
458,117,28,2,1
486,199,25,1,1
491,199,43,2,1
571,182,61,5,1
575,231,69,6,1
587,182,51.5,4,1
638,328,51,5,1
653,358,45,5,1
743,476,33,2,1
849,20,204,6,1
929,1,93,3,1
962,3,273,8,1
1055,1,94,3,1
1084,830,208,6,1
26,13,48,3,2
46,4,73,3,2
296,119,34,0,2
6,22,35,0,2
368,102,51,5,2
379,102,48,4,2
403,95,61,6,2
414,102,48,2,2
655,235,40,3,2
803,498,14.64,1,2
864,4,61,1,2
878,4,260,3,2
894,4,195,2,2
911,1,191,5,2
1053,830,43,1,2
1114,815,223,2,2
378,77,21,0,3
904,4,49,0,3
1079,815,85,0,3
119,23,53,2,4
219,49,27,1,4
431,102,23,1,4
433,173,33,1,4
460,177,25,1,4
891,8,134,1,4
939,8,107,0,4
1023,844,182,2,4
1045,817,102,0,4
1082,847,111,0,4
60,31,26,0,5
69,8,61,0,5
83,31,34,1,5
119,22,49,1,5
466,177,27,1,5
542,221,34,1,5
616,309,23,1,5
904,817,39,0,5
991,8,30,0,5
992,817,37,1,5
1000,817,118,2,5
1082,832,102,0,5
9,15,21.5,0,6
615,304,23,1,6
788,608,7.5,0,6
899,3,171,2,6
943,13,117,0,6
35,5,53,1,7
318,55,21,0,7
464,158,21,0,7
844,808,21,0,8
885,814,28,0,8
1046,848,93,0,8
1063,817,56,0,8
1117,847,151,0,8
2,17,1.5,0,9
762,360,8.5,0,9
852,808,34,0,9
1137,4,58,0,9
1143,4,68,0,9
888,18,33,0,10
1047,842,75,1,10
875,155,50,0,11
985,807,34,0,11
1026,826,34,0,11
1096,817,37,0,11
581,197,1.5,0,12
866,814,21,0,12
1005,832,39,0,12
582,275,0.5,0,18
467,105,0,0,7
289,88,0,0,8
833,741,0,0,8
224,64,0,0,10
605,197,0,0,11
841,153,0,0,11
757,456,0,0,12
498,172,0,0,13
576,243,0,0,13
338,16,0,0,13
178,68,0,0,14
608,199,0,0,14
721,440,0,0,14
109,43,0,0,15
163,25,0,0,15
530,200,0,0,15
621,307,0,0,15
57,15,0,0,16
212,76,0,0,16
324,148,0,0,16
421,181,0,0,16
457,196,0,0,16
527,172,0,0,16
561,253,0,0,16
643,352,0,0,16
767,430,0,0,16
843,15,0,0,16
900,813,0,0,16
970,838,0,0,16
971,841,0,0,16
1032,849,0,0,16
209,64,0,0,17
245,69,0,0,17
299,88,0,0,17
302,109,0,0,17
7,21,0,0,17
410,156,0,0,17
610,307,0,0,17
723,278,0,0,17
817,725,0,0,17
819,525,0,0,17
338,807,0,0,17
884,822,0,0,17
1059,847,0,0,17
56,24,0,0,18
234,83,0,0,18
243,85,0,0,18
250,94,0,0,18
420,182,0,0,18
757,514,0,0,18
885,813,0,0,18
258,81,0,0,18
902,820,0,0,18
904,820,0,0,18
932,4,0,0,18
1012,832,0,0,18
113,50,0,0,19
134,62,0,0,19
303,88,0,0,19
11,6,0,0,19
522,173,0,0,19
594,230,0,0,19
622,307,0,0,19
695,397,0,0,19
800,674,0,0,19
879,808,0,0,19
895,824,0,0,19
957,821,0,0,19
1098,844,0,0,19
63,27,0,0,20
69,26,0,0,20
136,37,0,0,20
194,75,0,0,20
220,64,0,0,20
296,109,0,0,20
546,239,0,0,20
549,253,0,0,20
621,340,0,0,20
664,368,0,0,20
723,305,0,0,20
859,37,0,0,20
871,5,0,0,20
975,841,0,0,20
984,828,0,0,20
1016,9,0,0,20
1025,847,0,0,20
1064,853,0,0,20
1078,807,0,0,20
1106,858,0,0,20
1111,856,0,0,20
59,11,0,0,21
60,11,0,0,21
163,2,0,0,21
172,60,0,0,21
230,85,0,0,21
256,64,0,0,21
298,109,0,0,21
308,87,0,0,21
431,158,0,0,21
445,184,0,0,21
528,230,0,0,21
539,152,0,0,21
625,307,0,0,21
726,305,0,0,21
773,431,0,0,21
843,815,0,0,21
873,808,0,0,21
876,808,0,0,21
890,823,0,0,21
940,834,0,0,21
954,836,0,0,21
1037,154,0,0,21
1045,847,0,0,21
1051,853,0,0,21
40,24,0,0,22
182,41,0,0,22
213,79,0,0,22
281,88,0,0,22
295,129,0,0,22
360,122,0,0,22
418,156,0,0,22
465,197,0,0,22
566,256,0,0,22
591,233,0,0,22
630,290,0,0,22
348,15,0,0,22
842,24,0,0,22
851,816,0,0,22
257,105,0,0,22
987,841,0,0,22
82,11,0,0,23
13,153,0,0,23
399,169,0,0,23
423,119,0,0,23
442,170,0,0,23
467,203,0,0,23
484,117,0,0,23
513,182,0,0,23
532,212,0,0,23
533,163,0,0,23
541,200,0,0,23
566,254,0,0,23
639,262,0,0,23
641,262,0,0,23
651,346,0,0,23
663,321,0,0,23
699,411,0,0,23
760,483,0,0,23
728,438,0,0,23
853,24,0,0,23
873,819,0,0,23
157,61,0,0,24
256,89,0,0,24
298,79,0,0,24
425,156,0,0,24
483,110,0,0,24
601,307,0,0,24
624,338,0,0,24
627,280,0,0,24
628,280,0,0,24
826,529,0,0,24
844,24,0,0,24
268,65,0,0,25
297,108,0,0,25
323,129,0,0,25
356,159,0,0,25
384,112,0,0,25
411,160,0,0,25
413,180,0,0,25
419,173,0,0,25
502,209,0,0,25
517,212,0,0,25
569,232,0,0,25
666,347,0,0,25
759,430,0,0,25
760,502,0,0,25
346,29,0,0,25
859,10,0,0,25
281,79,0,0,26
294,128,0,0,26
398,167,0,0,26
515,232,0,0,26
535,233,0,0,26
672,359,0,0,26
695,398,0,0,26
700,409,0,0,26
744,408,0,0,26
751,506,0,0,26
761,513,0,0,26
286,105,0,0,27
373,133,0,0,27
456,190,0,0,27
553,262,0,0,27
601,280,0,0,27
617,330,0,0,27
649,293,0,0,27
689,370,0,0,27
351,32,0,0,27
301,125,0,0,28
475,175,0,0,28
479,201,0,0,28
487,160,0,0,28
500,136,0,0,28
502,227,0,0,28
597,298,0,0,28
625,340,0,0,28
634,347,0,0,28
708,376,0,0,28
741,435,0,0,28
303,71,0,0,29
433,181,0,0,29
476,196,0,0,29
487,219,0,0,29
637,293,0,0,29
665,372,0,0,29
764,483,0,0,29
300,131,0,0,30
376,146,0,0,30
449,112,0,0,30
503,140,0,0,30
573,276,0,0,30
755,440,0,0,30
480,118,0,0,31
495,160,0,0,31
563,270,0,0,31
569,271,0,0,31
673,333,0,0,31
701,411,0,0,31
716,420,0,0,31
742,435,0,0,31
331,81,0,0,32
451,185,0,0,32
493,213,0,0,32
496,219,0,0,32
511,110,0,0,32
556,205,0,0,32
307,120,0,0,33
308,140,0,0,33
305,129,0,0,33
465,186,0,0,33
559,251,0,0,33
637,334,0,0,33
718,432,0,0,33
801,675,0,0,33
254,98,0,0,34
306,128,0,0,34
315,30,0,0,34
356,164,0,0,34
505,228,0,0,34
554,203,0,0,34
616,292,0,0,34
628,339,0,0,34
688,391,0,0,34
778,593,0,0,34
819,737,0,0,34
314,120,0,0,35
359,160,0,0,35
718,420,0,0,35
749,520,0,0,35
327,92,0,0,36
789,619,0,0,37
826,700,0,0,37
326,152,0,0,38
365,160,0,0,38
749,523,0,0,38
829,529,0,0,38
333,150,0,0,39
569,281,0,0,39
764,520,0,0,39
725,444,0,0,40
744,425,0,0,40
804,593,0,0,40
816,520,0,0,40
823,629,0,0,40
511,214,0,0,41
688,386,0,0,41
770,539,0,0,41
363,164,0,0,42
811,612,0,0,42
540,245,0,0,44
588,295,0,0,44
824,629,0,0,44
822,740,0,0,45
827,593,0,0,45
836,796,0,0,45
761,476,0,0,45
837,677,0,0,46
736,428,0,0,47
794,656,0,0,47
814,692,0,0,47
726,446,0,0,48
754,484,0,0,49
778,538,0,0,49
554,265,0,0,50
603,315,0,0,50
751,529,0,0,50
787,479,0,0,50
727,446,0,0,51
806,628,0,0,51
759,528,0,0,52
823,745,0,0,52
806,613,0,0,53
816,660,0,0,53
601,283,0,0,54
772,582,0,0,54
794,649,0,0,54
781,620,0,0,55
831,615,0,0,56
760,542,0,0,57
737,439,0,0,59
811,681,0,0,60
835,803,0,0,60
769,587,0,0,61
780,556,0,0,61
772,585,0,0,62
782,615,0,0,62
797,611,0,0,63
791,641,0,0,64
750,341,0,0,65
782,527,0,0,65
759,525,0,0,66
805,456,0,0,67
836,537,0,0,68
805,672,0,0,68
781,556,0,0,70
783,558,0,0,70
761,387,0,0,71
762,387,0,0,72
802,678,0,0,74
830,732,0,0,76
823,715,0,0,77
763,517,0,0,81
791,561,0,0,82
816,613,0,0,82
774,599,0,0,83
815,677,0,0,83
755,546,0,0,84
807,685,0,0,84
824,755,0,0,86
815,659,0,0,92
822,757,0,0,92
807,519,0,0,97
657,235,1,0,8
94,13,1,0,11
227,44,1,0,11
458,184,1,0,14
187,55,1,0,16
382,138,1,0,16
519,224,1,0,16
696,399,1,0,16
892,813,1,0,16
1034,825,1,0,16
316,139,1,0,17
417,166,1,0,17
494,175,1,0,17
964,835,1,0,17
737,418,1,0,18
966,836,1,0,18
992,843,1,0,18
1021,841,1,0,18
542,230,1,0,19
552,254,1,0,19
779,475,1,0,19
1022,9,1,0,19
320,122,1,0,20
496,201,1,0,20
288,100,1,0,21
266,109,1,0,23
366,159,1,0,25
321,131,2,0,5
404,84,2,0,5
405,170,2,0,8
809,611,2,0,8
468,177,2,0,9
499,152,2,0,9
794,498,2,0,10
391,84,2,0,11
410,170,2,0,11
660,350,2,0,11
501,152,2,0,13
819,689,2,0,13
185,44,2,0,14
624,314,2,0,14
813,427,2,0,14
471,194,2,0,15
522,200,2,0,15
532,119,2,0,15
646,359,2,0,15
733,430,2,0,15
97,10,2,0,16
334,138,2,0,16
418,119,2,0,16
624,278,2,0,16
65,32,2,0,17
66,32,2,0,17
472,181,2,0,17
788,633,2,0,17
829,640,2,0,17
995,828,2,0,17
1105,825,2,0,17
444,160,2,0,18
524,119,2,0,18
628,289,2,0,18
1003,843,2,0,19
363,94,2,0,20
753,512,2,0,20
753,386,2,0,21
436,158,3,0,4
183,25,3,0,10
439,110,3,0,11
300,91,3,0,12
502,187,3,0,12
686,346,3,0,12
760,501,3,0,12
830,627,3,0,12
727,423,3,0,12
697,346,3,0,13
117,43,3,0,14
150,55,3,0,14
791,606,3,0,15
102,43,3,0,16
791,607,3,0,16
403,112,3,0,17
474,206,3,0,17
475,197,3,0,17
791,593,3,0,18
348,153,3,0,18
350,153,3,0,18
1046,847,3,0,18
1084,848,3,0,18
747,403,4,0,4
740,373,4,0,5
786,577,4,1,6
423,95,4,0,7
502,177,4,0,9
564,255,4,0,9
837,686,4,0,10
246,49,4,0,11
426,185,4,0,11
734,454,4,0,11
614,306,4,0,12
780,496,4,0,12
804,475,4,0,12
843,67,4,0,12
265,103,4,0,13
396,156,4,0,13
708,358,4,0,13
428,118,4,0,14
429,118,4,0,14
464,118,4,0,14
535,223,4,0,15
588,288,4,0,15
631,289,4,0,15
370,127,4,0,16
541,223,4,0,16
641,280,4,0,16
774,533,4,0,16
79,37,4,0,18
80,27,4,0,18
371,131,4,0,18
1025,841,4,0,18
82,37,4,0,19
1141,859,4,0,20
241,77,5,0,5
128,2,5,0,7
164,49,5,0,7
407,163,5,0,8
428,182,5,0,12
764,512,5,0,12
930,828,5,0,14
774,403,5,0,15
557,230,5,0,16
604,233,5,0,16
988,836,5,0,18
53,8,6,0,3
606,304,6,0,4
710,386,6,0,4
308,95,6,0,5
819,723,6,0,5
54,8,6,0,6
634,304,6,0,6
380,95,6,0,8
409,163,6,0,9
823,554,6,0,9
842,155,6,0,9
172,15,6,0,10
598,235,6,0,11
764,509,6,0,11
1126,860,6,0,12
123,2,6,0,14
675,359,6,0,14
105,42,6,0,15
604,187,6,0,15
28,20,6,0,16
272,56,6,0,16
1003,840,6,0,17
389,140,7,0,3
177,23,7,0,5
454,172,7,0,5
147,15,7,0,7
247,22,7,0,7
229,22,7,0,9
569,252,7,0,9
139,2,7,0,10
370,118,7,0,10
718,346,7,0,10
494,202,7,0,13
65,35,7,0,14
69,17,7,0,14
346,67,7,0,14
194,49,8,0,5
1074,822,8,0,6
781,581,8,0,7
534,119,8,0,8
772,525,8,1,9
318,90,8,0,10
538,119,8,0,10
762,449,8,1,10
574,233,8,0,13
907,154,8,0,13
913,154,8,0,14
852,814,8,0,16
1023,154,8,0,17
512,172,9,1,1
756,356,9,1,1
670,373,9,1,4
439,182,9,1,6
508,219,9,1,7
629,306,9,1,9
552,187,9,0,10
642,304,9,0,13
938,828,9,0,17
943,828,9,0,18
142,14,10,0,3
110,21,10,1,4
113,21,10,1,8
113,15,10,0,9
433,123,10,0,11
51,17,10,0,12
865,13,10,0,14
984,4,10,0,16
928,817,11,0,8
433,175,11,0,10
1080,817,11,0,11
976,825,11,0,13
939,4,11,0,15
145,23,12,1,4
641,223,12,0,8
235,22,12,0,9
104,23,12,0,11
105,23,12,0,11
1086,854,12,0,15
660,360,13,0,4
772,456,13,0,5
444,118,13,0,7
520,197,13,0,7
61,22,13,0,8
689,364,13,1,8
1015,8,13,0,10
1001,844,13,0,15
198,25,14,0,5
204,23,14,0,9
525,207,14,0,9
883,3,14,0,9
621,304,15,1,1
646,356,15,1,1
406,102,15,1,2
701,289,15,1,2
830,498,15,1,3
662,346,15,0,5
233,57,16,0,7
539,172,16,0,7
205,21,16,0,8
385,122,16,0,8
1069,847,16,0,15
687,341,17,1,5
470,117,18,2,1
1123,847,18,0,7
741,403,19,1,1
217,49,19,1,5
1130,852,19,0,10
1099,832,20,0,4
526,199,20,0,7
904,825,20,0,9
899,817,20,0,14
416,177,22,0,5
991,807,22,0,7
953,826,22,0,10
442,182,24,2,2
22,9,24,0,4
299,77,24,1,5
94,30,50,5,1
130,30,60,5,1
173,30,98,8,1
215,30,47,3,1
287,117,93,7,1
399,137,67,3,1
430,117,56,4,1
504,178,28,2,1
542,207,64,6,1
598,182,36,2,1
665,328,60,6,1
705,373,54,6,1
786,579,10.5,1,1
803,579,28.14,3,1
338,4,37,1,1
902,3,61,1,1
971,20,68,2,1
978,20,177,3,1
979,20,202,4,1
995,20,121,3,1
1109,830,281,9,1
1127,830,161,5,1
202,30,70,5,2
216,35,43,4,2
222,35,77,7,2
366,102,51,5,2
446,182,39,3,2
505,137,31,1,2
570,231,38,3,2
572,231,47,4,2
627,328,27,2,2
727,386,29,0,2
355,4,252,5,2
871,20,140,1,2
886,4,96,2,2
1132,846,171,1,2
1143,846,349,3,2
60,8,33,0,3
220,49,31,1,3
280,71,28,0,3
332,77,37,0,3
400,102,51,2,3
427,173,26,1,3
479,187,30,2,3
523,178,34,3,3
339,20,37,1,3
355,17,242,4,3
979,822,169,2,3
1070,822,185,1,3
234,30,29,1,4
299,30,33,0,4
370,119,36,0,4
393,95,21,2,4
401,117,46,3,4
461,163,28,2,4
526,172,36,2,4
585,199,25,0,4
339,18,35,1,4
31,2,53,0,5
42,2,26,0,5
96,4,25,0,5
491,172,21,0,5
857,1,202,2,5
902,18,23,0,5
915,20,143,0,5
967,830,192,1,5
1092,832,202,1,5
1125,846,58,0,5
1140,832,240,2,5
256,77,31,0,6
849,13,52,0,6
882,17,26,0,6
886,3,57,1,6
907,807,59,0,6
975,830,45,0,6
1057,822,47,0,6
1060,844,62,0,6
1072,846,154,0,6
120,14,45,1,7
876,3,93,1,7
877,13,95,0,7
886,13,49,0,7
915,18,94,0,7
931,817,35,0,7
1092,846,101,0,7
1116,844,151,0,7
65,22,21,0,8
892,154,57,0,8
1024,848,42,0,8
1040,840,57,0,8
1071,817,105,1,8
1135,847,122,1,8
872,815,65,0,9
975,832,25,0,9
1094,4,71,0,9
908,13,30,0,10
1006,4,50,0,10
1008,4,50,0,10
854,16,28,0,11
984,13,34,0,11
1009,4,50,0,11
1062,4,38,0,11
353,155,31,0,12
869,30,29,0,12
1120,839,58,0,12
945,831,27,0,13
988,154,28,0,13
580,275,0.5,0,14
872,813,29,1,15
879,813,45,1,15
966,18,21,0,15
790,583,1.5,0,24
807,526,1.5,0,24
158,25,0,0,7
240,63,0,0,7
543,230,0,0,7
679,293,0,0,7
158,48,0,0,8
191,44,0,0,9
776,607,0,0,9
453,196,0,0,10
620,337,0,0,10
620,182,0,0,11
679,364,0,0,11
730,435,0,0,11
668,360,0,0,12
747,289,0,0,12
926,8,0,0,12
543,221,0,0,13
578,235,0,0,13
194,44,0,0,14
208,64,0,0,14
306,57,0,0,14
747,498,0,0,14
785,429,0,0,14
817,651,0,0,14
291,88,0,0,15
374,78,0,0,15
376,99,0,0,15
546,230,0,0,15
39,17,0,0,16
93,32,0,0,16
292,109,0,0,16
691,360,0,0,16
756,506,0,0,16
776,577,0,0,16
928,18,0,0,16
239,79,0,0,17
454,192,0,0,17
467,192,0,0,17
709,278,0,0,17
231,83,0,0,18
249,94,0,0,18
383,114,0,0,18
385,114,0,0,18
406,176,0,0,18
430,84,0,0,18
431,84,0,0,18
455,119,0,0,18
610,199,0,0,18
644,243,0,0,18
825,704,0,0,18
951,835,0,0,18
1015,841,0,0,18
128,15,0,0,19
162,2,0,0,19
195,68,0,0,19
202,74,0,0,19
244,93,0,0,19
308,92,0,0,19
358,122,0,0,19
457,173,0,0,19
469,152,0,0,19
518,231,0,0,19
590,222,0,0,19
692,346,0,0,19
342,5,0,0,19
190,68,0,0,20
258,84,0,0,20
326,105,0,0,20
10,12,0,0,20
12,12,0,0,20
418,123,0,0,20
424,119,0,0,20
428,119,0,0,20
431,119,0,0,20
596,312,0,0,20
611,305,0,0,20
801,659,0,0,20
829,589,0,0,20
339,811,0,0,20
869,808,0,0,20
880,3,0,0,20
973,835,0,0,20
1036,847,0,0,20
1128,822,0,0,20
43,16,0,0,21
147,4,0,0,21
217,50,0,0,21
220,76,0,0,21
398,160,0,0,21
439,84,0,0,21
472,176,0,0,21
504,176,0,0,21
505,176,0,0,21
561,278,0,0,21
570,235,0,0,21
643,243,0,0,21
660,207,0,0,21
782,356,0,0,21
809,521,0,0,21
914,820,0,0,21
943,829,0,0,21
152,58,0,0,22
239,86,0,0,22
525,175,0,0,22
644,262,0,0,22
741,481,0,0,22
767,418,0,0,22
846,10,0,0,22
848,5,0,0,22
870,819,0,0,22
896,820,0,0,22
901,817,0,0,22
945,825,0,0,22
221,81,0,0,23
252,85,0,0,23
284,123,0,0,23
293,104,0,0,23
305,139,0,0,23
418,179,0,0,23
473,176,0,0,23
491,152,0,0,23
496,206,0,0,23
515,212,0,0,23
518,219,0,0,23
590,200,0,0,23
664,362,0,0,23
838,633,0,0,23
343,811,0,0,23
847,39,0,0,23
313,100,0,0,24
434,160,0,0,24
456,194,0,0,24
487,136,0,0,24
511,211,0,0,24
581,291,0,0,24
607,305,0,0,24
639,330,0,0,24
669,368,0,0,24
676,364,0,0,24
773,403,0,0,24
869,37,0,0,24
988,18,0,0,24
319,123,0,0,25
402,145,0,0,25
418,173,0,0,25
431,166,0,0,25
485,203,0,0,25
486,217,0,0,25
493,216,0,0,25
615,305,0,0,25
730,458,0,0,25
89,41,0,0,26
310,128,0,0,26
315,78,0,0,26
386,141,0,0,26
439,172,0,0,26
477,152,0,0,26
505,136,0,0,26
601,313,0,0,26
622,305,0,0,26
633,334,0,0,26
640,330,0,0,26
648,293,0,0,26
740,376,0,0,26
743,437,0,0,26
759,477,0,0,26
804,641,0,0,26
827,501,0,0,26
69,29,0,0,27
320,65,0,0,27
336,110,0,0,27
568,276,0,0,27
596,251,0,0,27
610,331,0,0,27
615,330,0,0,27
677,379,0,0,27
687,385,0,0,27
699,334,0,0,27
717,399,0,0,27
749,498,0,0,27
